submission_date,state,tot_cases,tot_death
2021/09/08,KS,382850,5693
2021/09/08,NH,110256,1431
2021/09/08,CT,377682,8415
2021/09/08,MN,663248,7958
2021/09/08,ND,121217,1571
2021/09/08,MT,131752,1828
2021/09/08,VA,797348,12010
2021/09/08,OR,291978,3373
2021/09/08,IN,889362,14699
2021/09/08,WV,201660,3169
2021/09/08,AR,467496,7142
2021/09/08,WI,749100,8557
2021/09/08,NV,399234,6637
2021/09/08,TX,3733656,57524
2021/09/08,AL,732673,13959
2021/09/08,NC,1274824,15618
2021/09/08,LA,705498,12915
2021/09/08,PA,1329111,28446
2021/09/08,TN,1113955,13804
2021/09/08,MO,777836,10841
2021/09/08,DE,122956,1894
2021/09/08,MS,458420,8870
2021/09/07,CO,630592,7226
2021/09/07,MT,130705,1814
2021/09/07,ID,228093,2411
2021/09/07,IL,1550375,26697
2021/09/07,NY,1264076,20436
2021/09/07,KY,615443,9138
2021/09/07,PA,1324720,28408
2021/09/07,IA,415967,6307
2021/09/07,SD,135229,2074
2021/09/07,MS,455282,8787
2021/09/07,RI,164508,2786
2021/09/07,MD,505557,10115
2021/09/07,IN,886461,14615
2021/09/07,NH,109716,1430
2021/09/07,NM,237889,4561
2021/09/07,NJ,1104793,26978
2021/09/07,CT,376747,8395
2021/09/07,ME,78802,946
2021/09/07,VT,27311,274
2021/09/07,MN,657492,7949
2021/09/07,NC,1269303,15549
2021/09/07,ND,120602,1567
2021/09/07,MO,775406,10814
2021/09/07,FL,3371354,52999
2021/09/07,AZ,1034790,19053
2021/09/07,KS,381703,5678
2021/09/07,HI,66554,622
2021/09/07,LA,702432,12779
2021/09/07,WY,78495,879
2021/09/07,WV,200308,3151
2021/09/07,SC,777148,10974
2021/09/07,NV,397788,6604
2021/09/07,CA,4497019,66030
2021/09/07,AK,88658,437
2021/09/07,AR,465315,7108
2021/09/07,OK,572223,8217
2021/09/07,GA,1459618,23342
2021/09/07,OR,289649,3326
2021/09/07,DE,122718,1891
2021/09/07,UT,474086,2686
2021/09/07,OH,1262018,21020
2021/09/07,AL,728256,13886
2021/09/07,MI,1077871,21704
2021/09/07,TX,3697884,57238
2021/09/07,TN,1108613,13721
2021/09/07,VA,793396,11977
2021/09/07,WI,746566,8537
2021/09/07,MA,771267,18298
2021/09/07,NE,250264,2353
2021/09/07,WA,586751,6745
2021/09/06,AR,464732,7070
2021/09/06,NY,1261814,20410
2021/09/06,IN,883215,14615
2021/09/06,AZ,1032808,18999
2021/09/06,MT,130399,1811
2021/09/06,CO,629508,7225
2021/09/06,OH,1257142,20947
2021/09/06,OR,288205,3311
2021/09/06,NM,237262,4551
2021/09/06,DE,122370,1891
2021/09/06,SC,773071,10948
2021/09/06,NE,249108,2348
2021/09/06,GA,1453139,23285
2021/09/06,WY,78169,858
2021/09/06,IA,414784,6307
2021/09/06,ID,227455,2400
2021/09/06,AL,723433,13814
2021/09/06,PA,1322184,28398
2021/09/06,WA,583935,6730
2021/09/06,MN,656972,7943
2021/09/06,IL,1547360,26674
2021/09/06,FL,3357533,52692
2021/09/06,WV,199300,3148
2021/09/06,KS,380558,5666
2021/09/06,WI,745707,8536
2021/09/06,CA,4489496,65990
2021/09/06,SD,134922,2074
2021/09/06,VA,788917,11947
2021/09/06,MI,1076141,21684
2021/09/06,ND,119963,1564
2021/09/06,NH,109463,1429
2021/09/06,TX,3690755,57110
2021/09/06,VT,27204,274
2021/09/06,CT,376341,8394
2021/09/06,OK,570923,8194
2021/09/06,MD,504856,10094
2021/09/06,LA,701046,12758
2021/09/06,ME,78073,941
2021/09/06,TN,1095559,13697
2021/09/06,AK,88143,435
2021/09/06,MO,772896,10660
2021/09/06,MA,769844,18295
2021/09/06,HI,66057,622
2021/09/06,MS,453348,8685
2021/09/06,NJ,1104439,26952
2021/09/06,NC,1265500,15482
2021/09/06,UT,472921,2677
2021/09/06,KY,612964,9101
2021/09/06,RI,164371,2782
2021/09/06,NV,396989,6598
2021/09/05,AK,87628,435
2021/09/05,WY,77848,858
2021/09/05,AL,720866,13722
2021/09/05,WV,197984,3124
2021/09/05,WA,581120,6717
2021/09/05,NV,396191,6593
2021/09/05,NC,1260278,15417
2021/09/05,GA,1446664,23230
2021/09/05,FL,3347364,52315
2021/09/05,NM,236638,4551
2021/09/05,NJ,1102488,26948
2021/09/05,VT,27060,274
2021/09/05,MI,1074415,21680
2021/09/05,VA,786525,11934
2021/09/05,NE,248661,2347
2021/09/05,CO,628022,7212
2021/09/05,ID,226818,2393
2021/09/05,NY,1259355,20392
2021/09/05,ME,78071,940
2021/09/05,OK,568404,8165
2021/09/05,SD,134615,2074
2021/09/05,MA,768424,18292
2021/09/05,AZ,1030430,18998
2021/09/05,KY,610268,9060
2021/09/05,HI,65315,620
2021/09/05,IL,1544348,26654
2021/09/05,OH,1253198,20947
2021/09/05,ND,119556,1564
2021/09/05,CT,375939,8394
2021/09/05,UT,471757,2671
2021/09/05,PA,1319681,28395
2021/09/05,AR,463795,7057
2021/09/05,WI,744215,8529
2021/09/05,MN,656454,7941
2021/09/05,IA,413713,6307
2021/09/05,NH,109213,1428
2021/09/05,MO,771811,10657
2021/09/05,MT,130095,1811
2021/09/05,TX,3686523,57057
2021/09/05,TN,1084178,13686
2021/09/05,MD,503034,10073
2021/09/05,RI,164152,2779
2021/09/05,CA,4480630,65965
2021/09/05,MS,452644,8664
2021/09/05,DE,122111,1891
2021/09/05,SC,767870,10884
2021/09/05,IN,879970,14615
2021/09/05,KS,379413,5654
2021/09/05,OR,286761,3298
2021/09/05,LA,699664,12741
2021/09/04,IN,876725,14615
2021/09/04,AL,718376,13649
2021/09/04,VT,26959,273
2021/09/04,DE,121744,1891
2021/09/04,KY,606700,9010
2021/09/04,NC,1253976,15344
2021/09/04,WA,578305,6704
2021/09/04,NJ,1100774,26942
2021/09/04,MO,770528,10655
2021/09/04,SC,761630,10824
2021/09/04,ME,78069,940
2021/09/04,WI,742725,8525
2021/09/04,ID,226181,2386
2021/09/04,CA,4466363,65807
2021/09/04,IL,1541336,26634
2021/09/04,AZ,1027359,18997
2021/09/04,MI,1072689,21676
2021/09/04,MT,129791,1811
2021/09/04,NV,395393,6588
2021/09/04,CT,375537,8394
2021/09/04,MS,450715,8588
2021/09/04,NH,108963,1427
2021/09/04,NE,248214,2347
2021/09/04,ND,119469,1564
2021/09/04,MD,502631,10067
2021/09/04,WY,77527,858
2021/09/04,MA,767004,18289
2021/09/04,GA,1440189,23175
2021/09/04,AR,462723,7038
2021/09/04,WV,196484,3124
2021/09/04,LA,698282,12724
2021/09/04,UT,470593,2665
2021/09/04,RI,163929,2776
2021/09/04,NY,1256486,20370
2021/09/04,SD,134308,2074
2021/09/04,NM,236014,4551
2021/09/04,MN,655936,7939
2021/09/04,VA,784135,11923
2021/09/04,FL,3336253,51972
2021/09/04,IA,412645,6307
2021/09/04,KS,378268,5642
2021/09/04,HI,64597,610
2021/09/04,AK,87113,435
2021/09/04,TN,1075116,13672
2021/09/04,TX,3678922,56903
2021/09/04,OR,285317,3285
2021/09/04,PA,1316505,28380
2021/09/04,CO,626352,7203
2021/09/04,OK,565886,8140
2021/09/04,OH,1247637,20947
2021/09/03,RI,163559,2776
2021/09/03,MN,655418,7937
2021/09/03,IL,1538324,26614
2021/09/03,WY,77206,858
2021/09/03,TN,1070327,13630
2021/09/03,FL,3319022,51620
2021/09/03,AL,715519,13575
2021/09/03,NY,1253112,20352
2021/09/03,CO,624304,7194
2021/09/03,MD,502229,10061
2021/09/03,KY,601775,8947
2021/09/03,VT,26811,273
2021/09/03,TX,3661361,56598
2021/09/03,MA,765584,18286
2021/09/03,PA,1311722,28352
2021/09/03,MS,448789,8564
2021/09/03,KS,377123,5630
2021/09/03,OK,563368,8115
2021/09/03,SC,755137,10788
2021/09/03,NE,247767,2347
2021/09/03,WV,194505,3117
2021/09/03,UT,469429,2659
2021/09/03,AZ,1023935,18959
2021/09/03,WA,575490,6691
2021/09/03,NM,235390,4551
2021/09/03,NH,108713,1426
2021/09/03,AR,460363,7022
2021/09/03,GA,1433714,23120
2021/09/03,IA,411577,6307
2021/09/03,MT,129487,1811
2021/09/03,SD,133855,2072
2021/09/03,NJ,1098526,26929
2021/09/03,CA,4457045,65704
2021/09/03,VA,781745,11912
2021/09/03,AK,86598,435
2021/09/03,ND,119383,1564
2021/09/03,HI,63722,609
2021/09/03,ME,78059,941
2021/09/03,WI,741235,8521
2021/09/03,NC,1245967,15259
2021/09/03,CT,375135,8394
2021/09/03,MI,1070963,21672
2021/09/03,OR,283873,3272
2021/09/03,MO,769021,10655
2021/09/03,DE,121283,1888
2021/09/03,ID,225544,2379
2021/09/03,IN,873480,14563
2021/09/03,LA,696900,12707
2021/09/03,OH,1241268,20947
2021/09/03,NV,394595,6583
2021/09/02,MO,766500,10651
2021/09/02,NY,1249321,20332
2021/09/02,FL,3301943,51243
2021/09/02,MT,128835,1807
2021/09/02,HI,62860,602
2021/09/02,SD,133372,2071
2021/09/02,ID,224156,2379
2021/09/02,AR,458234,7003
2021/09/02,ND,118931,1564
2021/09/02,TX,3634358,56296
2021/09/02,WY,76602,858
2021/09/02,WA,571468,6643
2021/09/02,GA,1421696,23006
2021/09/02,PA,1308284,28325
2021/09/02,ME,77578,940
2021/09/02,AL,711055,13506
2021/09/02,MS,446863,8540
2021/09/02,MD,501035,10051
2021/09/02,IL,1532344,26572
2021/09/02,CA,4445303,65585
2021/09/02,NC,1237258,15187
2021/09/02,NE,247320,2347
2021/09/02,MN,653288,7932
2021/09/02,NJ,1096791,26919
2021/09/02,SC,748797,10749
2021/09/02,LA,694275,12656
2021/09/02,AZ,1020133,18879
2021/09/02,MA,763673,18272
2021/09/02,AK,86028,435
2021/09/02,UT,467794,2652
2021/09/02,OH,1235089,20866
2021/09/02,WI,738935,8509
2021/09/02,KS,375146,5581
2021/09/02,MI,1068307,21627
2021/09/02,CT,374470,8394
2021/09/02,DE,120727,1888
2021/09/02,NH,108319,1421
2021/09/02,IN,868451,14538
2021/09/02,VT,26658,272
2021/09/02,OK,560850,8090
2021/09/02,VA,778167,11899
2021/09/02,TN,1063775,13554
2021/09/02,WV,192788,3117
2021/09/02,RI,163184,2774
2021/09/02,CO,622107,7170
2021/09/02,NV,393188,6565
2021/09/02,NM,234475,4543
2021/09/02,OR,281513,3248
2021/09/02,IA,409983,6307
2021/09/02,KY,596300,8898
2021/09/01,MT,128098,1803
2021/09/01,SD,132837,2069
2021/09/01,IL,1528120,26535
2021/09/01,KY,590108,8851
2021/09/01,WI,736263,8496
2021/09/01,CO,619917,7151
2021/09/01,NV,392052,6539
2021/09/01,NH,108021,1420
2021/09/01,IN,863299,14513
2021/09/01,MA,761906,18257
2021/09/01,ME,76913,937
2021/09/01,NY,1246065,20308
2021/09/01,ID,222552,2371
2021/09/01,NC,1228450,15119
2021/09/01,HI,61800,598
2021/09/01,GA,1413284,22870
2021/09/01,VA,774098,11880
2021/09/01,UT,466107,2640
2021/09/01,WY,76007,858
2021/09/01,CA,4429964,65430
2021/09/01,DE,120180,1887
2021/09/01,FL,3283896,50863
2021/09/01,LA,692176,12582
2021/09/01,TX,3611990,55955
2021/09/01,MO,763674,10632
2021/09/01,RI,162798,2774
2021/09/01,TN,1060496,13518
2021/09/01,MN,651388,7910
2021/09/01,MS,443511,8507
2021/09/01,NE,246202,2339
2021/09/01,AL,705865,13441
2021/09/01,MD,499648,10040
2021/09/01,NJ,1094249,26902
2021/09/01,SC,743379,10688
2021/09/01,ND,118491,1562
2021/09/01,OR,279087,3221
2021/09/01,AZ,1016663,18853
2021/09/01,CT,373784,8358
2021/09/01,WA,567104,6611
2021/09/01,IA,408390,6307
2021/09/01,AR,455781,6969
2021/09/01,AK,85358,435
2021/09/01,PA,1303468,28235
2021/09/01,OH,1228002,20866
2021/09/01,OK,557770,8073
2021/09/01,MI,1065671,21616
2021/09/01,KS,373171,5581
2021/09/01,WV,191156,3106
2021/09/01,VT,26454,269
2021/09/01,NM,233487,4528
2021/08/31,NM,232614,4517
2021/08/31,KS,371073,5557
2021/08/31,WY,75136,858
2021/08/31,NJ,1091966,26882
2021/08/31,MI,1062664,21562
2021/08/31,CA,4406577,65287
2021/08/31,GA,1403582,22740
2021/08/31,ME,76289,934
2021/08/31,VT,26341,269
2021/08/31,SC,737787,10603
2021/08/31,MS,439661,8490
2021/08/31,PA,1300368,28235
2021/08/31,CT,373072,8358
2021/08/31,MA,759869,18246
2021/08/31,OK,554496,8056
2021/08/31,OR,276287,3198
2021/08/31,KY,584753,8803
2021/08/31,DE,119852,1880
2021/08/31,MO,760563,10622
2021/08/31,OH,1220900,20866
2021/08/31,SD,132259,2069
2021/08/31,TX,3590156,55635
2021/08/31,CO,617870,7142
2021/08/31,LA,689700,12535
2021/08/31,FL,3262386,50467
2021/08/31,WV,189690,3084
2021/08/31,NE,245065,2322
2021/08/31,HI,61353,586
2021/08/31,NY,1243236,20290
2021/08/31,ID,221389,2363
2021/08/31,AK,84597,431
2021/08/31,MD,498376,10024
2021/08/31,ND,117955,1561
2021/08/31,IA,406568,6268
2021/08/31,MN,649964,7904
2021/08/31,AL,700651,13368
2021/08/31,WA,563041,6574
2021/08/31,IN,858566,14484
2021/08/31,AR,452891,6934
2021/08/31,VA,769842,11861
2021/08/31,MT,127227,1800
2021/08/31,RI,162452,2774
2021/08/31,UT,464422,2634
2021/08/31,WI,733940,8462
2021/08/31,IL,1522942,26500
2021/08/31,NV,390600,6510
2021/08/31,NC,1220950,15038
2021/08/31,AZ,1011923,18786
2021/08/31,NH,107689,1417
2021/08/31,TN,1051083,13486
2021/08/30,KS,368976,5557
2021/08/30,NH,107474,1416
2021/08/30,CT,372069,8358
2021/08/30,NM,231785,4511
2021/08/30,NE,244175,2319
2021/08/30,AL,695847,13295
2021/08/30,NC,1214109,14977
2021/08/30,MA,758094,18229
2021/08/30,MD,497002,10014
2021/08/30,WI,731409,8445
2021/08/30,KY,579984,8755
2021/08/30,ND,117497,1560
2021/08/30,MT,126338,1787
2021/08/30,MO,757665,10610
2021/08/30,LA,687224,12491
2021/08/30,VA,766435,11842
2021/08/30,MN,646094,7898
2021/08/30,NY,1240856,20278
2021/08/30,OR,273896,3155
2021/08/30,TX,3561407,55404
2021/08/30,AK,83991,427
2021/08/30,FL,3243258,50065
2021/08/30,VT,26168,268
2021/08/30,MI,1060343,21548
2021/08/30,SC,733362,10567
2021/08/30,OK,551958,8002
2021/08/30,IL,1518071,26472
2021/08/30,AZ,1011101,18787
2021/08/30,IA,404747,6268
2021/08/30,WA,559762,6534
2021/08/30,DE,119620,1877
2021/08/30,PA,1297119,28214
2021/08/30,NV,389358,6479
2021/08/30,WY,74756,835
2021/08/30,HI,60808,586
2021/08/30,GA,1393061,22641
2021/08/30,ME,75857,932
2021/08/30,OH,1214986,20799
2021/08/30,IN,855031,14411
2021/08/30,CA,4396971,65271
2021/08/30,CO,615799,7129
2021/08/30,ID,220163,2331
2021/08/30,MS,436722,8409
2021/08/30,AR,450265,6912
2021/08/30,TN,1041223,13429
2021/08/30,NJ,1089838,26864
2021/08/30,RI,162109,2772
2021/08/30,UT,463204,2628
2021/08/30,WV,188660,3074
2021/08/30,SD,131239,2067
2021/08/29,WY,74325,835
2021/08/29,ME,75619,931
2021/08/29,MT,126096,1785
2021/08/29,NC,1209406,14909
2021/08/29,NH,107157,1415
2021/08/29,CT,371614,8358
2021/08/29,UT,462093,2625
2021/08/29,LA,684748,12447
2021/08/29,TN,1034807,13409
2021/08/29,MD,494982,9995
2021/08/29,VA,763684,11830
2021/08/29,SD,131082,2064
2021/08/29,VT,26048,266
2021/08/29,WA,556836,6525
2021/08/29,MN,645458,7896
2021/08/29,WV,187519,3064
2021/08/29,CA,4382003,65243
2021/08/29,SC,728939,10566
2021/08/29,MA,756659,18225
2021/08/29,AR,449383,6879
2021/08/29,NE,243056,2315
2021/08/29,MO,754340,10453
2021/08/29,AL,690681,13238
2021/08/29,KS,367907,5553
2021/08/29,OK,550055,7963
2021/08/29,OR,272063,3141
2021/08/29,TX,3551496,55371
2021/08/29,ND,116838,1560
2021/08/29,CO,614402,7121
2021/08/29,MS,435611,8361
2021/08/29,RI,161924,2770
2021/08/29,PA,1294879,28213
2021/08/29,MI,1058463,21534
2021/08/29,FL,3224615,49655
2021/08/29,AZ,1007854,18787
2021/08/29,HI,60094,586
2021/08/29,ID,219403,2329
2021/08/29,NY,1238214,20270
2021/08/29,IN,851254,14411
2021/08/29,NJ,1088330,26849
2021/08/29,NV,388425,6463
2021/08/29,AK,83620,427
2021/08/29,OH,1211895,20799
2021/08/29,IL,1514715,26452
2021/08/29,NM,231025,4504
2021/08/29,DE,119226,1877
2021/08/29,IA,404071,6268
2021/08/29,KY,577147,8711
2021/08/29,WI,730055,8442
2021/08/29,GA,1385348,22611
2021/08/28,PA,1292437,28208
2021/08/28,TX,3547835,55251
2021/08/28,AL,687604,13164
2021/08/28,MN,644824,7894
2021/08/28,CT,371161,8358
2021/08/28,WA,553912,6516
2021/08/28,DE,118926,1877
2021/08/28,NH,106841,1415
2021/08/28,OK,548156,7928
2021/08/28,OH,1207932,20799
2021/08/28,TN,1028626,13394
2021/08/28,ME,75381,930
2021/08/28,NM,230267,4504
2021/08/28,MD,494452,9989
2021/08/28,AK,83250,427
2021/08/28,NC,1203197,14851
2021/08/28,WI,728704,8440
2021/08/28,MA,755227,18222
2021/08/28,HI,58436,584
2021/08/28,VA,760936,11820
2021/08/28,UT,460984,2624
2021/08/28,LA,682272,12403
2021/08/28,VT,25920,265
2021/08/28,WY,73896,835
2021/08/28,KY,573503,8670
2021/08/28,KS,366840,5550
2021/08/28,AZ,1005764,18779
2021/08/28,AR,448596,6854
2021/08/28,IL,1511360,26436
2021/08/28,MT,125856,1784
2021/08/28,MI,1056586,21527
2021/08/28,CA,4370175,65139
2021/08/28,NE,242818,2315
2021/08/28,RI,161689,2769
2021/08/28,SC,722768,10517
2021/08/28,GA,1377637,22582
2021/08/28,NV,387492,6448
2021/08/28,MS,432952,8311
2021/08/28,MO,754054,10453
2021/08/28,IN,847477,14411
2021/08/28,SD,130929,2063
2021/08/28,ID,218645,2328
2021/08/28,OR,270232,3128
2021/08/28,NJ,1086480,26844
2021/08/28,NY,1235297,20248
2021/08/28,IA,403398,6268
2021/08/28,FL,3211579,49268
2021/08/28,WV,186293,3064
2021/08/28,ND,116751,1560
2021/08/28,CO,613410,7116
2021/08/27,MN,644190,7892
2021/08/27,WY,73467,835
2021/08/27,NH,106525,1415
2021/08/27,VA,758188,11810
2021/08/27,NJ,1084546,26826
2021/08/27,AZ,1001871,18724
2021/08/27,SC,716664,10466
2021/08/27,OH,1202728,20799
2021/08/27,PA,1288595,28180
2021/08/27,KY,568951,8635
2021/08/27,NY,1232380,20226
2021/08/27,MI,1054709,21520
2021/08/27,TN,1020788,13345
2021/08/27,NE,242438,2315
2021/08/27,IN,843700,14366
2021/08/27,WA,550988,6507
2021/08/27,IA,402725,6268
2021/08/27,CT,370708,8358
2021/08/27,GA,1369926,22553
2021/08/27,TX,3531043,54991
2021/08/27,FL,3193906,48889
2021/08/27,OK,546257,7893
2021/08/27,LA,679796,12359
2021/08/27,NV,386559,6433
2021/08/27,NC,1195108,14786
2021/08/27,VT,25739,265
2021/08/27,ME,75334,929
2021/08/27,ND,116666,1560
2021/08/27,AK,82880,427
2021/08/27,MT,125616,1783
2021/08/27,MA,753795,18219
2021/08/27,NM,229509,4504
2021/08/27,WV,184682,3054
2021/08/27,AL,684292,13094
2021/08/27,HI,57509,579
2021/08/27,MD,493923,9983
2021/08/27,CA,4355018,65033
2021/08/27,CO,611709,7111
2021/08/27,AR,446430,6836
2021/08/27,SD,130776,2062
2021/08/27,IL,1508005,26420
2021/08/27,UT,459875,2623
2021/08/27,MS,430296,8295
2021/08/27,KS,365773,5547
2021/08/27,MO,752773,10449
2021/08/27,ID,217887,2327
2021/08/27,RI,161314,2768
2021/08/27,OR,268401,3115
2021/08/27,DE,118544,1875
2021/08/27,WI,727353,8438
2021/08/26,CT,369920,8355
2021/08/26,TX,3513656,54691
2021/08/26,MA,752139,18212
2021/08/26,WV,183354,3049
2021/08/26,IL,1503063,26401
2021/08/26,DE,118016,1872
2021/08/26,GA,1358842,22492
2021/08/26,KY,563580,8590
2021/08/26,PA,1284750,28158
2021/08/26,MO,750180,10435
2021/08/26,ID,217053,2319
2021/08/26,NC,1187127,14719
2021/08/26,AZ,998164,18661
2021/08/26,ND,116305,1560
2021/08/26,VT,25601,265
2021/08/26,SC,709783,10427
2021/08/26,MN,642288,7886
2021/08/26,NY,1228157,20212
2021/08/26,HI,56492,570
2021/08/26,RI,160929,2764
2021/08/26,ME,74966,928
2021/08/26,NV,385272,6398
2021/08/26,WY,72995,835
2021/08/26,IA,401403,6268
2021/08/26,IN,838869,14345
2021/08/26,AK,82371,427
2021/08/26,UT,458589,2615
2021/08/26,OH,1197873,20729
2021/08/26,NH,106205,1410
2021/08/26,VA,754653,11770
2021/08/26,SD,130337,2060
2021/08/26,TN,1013316,13304
2021/08/26,NJ,1081954,26807
2021/08/26,MI,1052572,21463
2021/08/26,MT,124910,1781
2021/08/26,CO,609712,7095
2021/08/26,KS,364047,5535
2021/08/26,MS,427640,8279
2021/08/26,MD,492548,9963
2021/08/26,WA,546721,6471
2021/08/26,WI,724717,8429
2021/08/26,CA,4341233,64931
2021/08/26,OR,265210,3095
2021/08/26,NE,241614,2315
2021/08/26,AR,443564,6806
2021/08/26,AL,678175,13034
2021/08/26,LA,676368,12298
2021/08/26,FL,3172603,48463
2021/08/26,OK,542412,7878
2021/08/26,NM,228558,4495
2021/08/25,WI,722453,8416
2021/08/25,NM,227636,4486
2021/08/25,AL,673194,12964
2021/08/25,NV,384135,6376
2021/08/25,CA,4323858,64802
2021/08/25,DE,117587,1869
2021/08/25,WV,181906,3036
2021/08/25,MO,747436,10409
2021/08/25,LA,671237,12226
2021/08/25,NY,1224985,20196
2021/08/25,VA,751133,11730
2021/08/25,ND,116022,1556
2021/08/25,GA,1348019,22400
2021/08/25,WA,542878,6448
2021/08/25,FL,3144939,48041
2021/08/25,VT,25471,263
2021/08/25,SC,705328,10371
2021/08/25,CO,607559,7088
2021/08/25,OR,263164,3086
2021/08/25,UT,457098,2605
2021/08/25,CT,369132,8335
2021/08/25,ID,216061,2316
2021/08/25,TN,1006744,13256
2021/08/25,WY,72528,835
2021/08/25,AK,81671,427
2021/08/25,AR,441246,6774
2021/08/25,AZ,994736,18638
2021/08/25,KY,557847,8539
2021/08/25,MI,1050153,21446
2021/08/25,IN,833968,14333
2021/08/25,SD,129866,2059
2021/08/25,MS,423599,8214
2021/08/25,MA,750248,18199
2021/08/25,NE,240759,2316
2021/08/25,OH,1192478,20729
2021/08/25,RI,160540,2760
2021/08/25,NJ,1079900,26796
2021/08/25,HI,55668,570
2021/08/25,ME,74699,926
2021/08/25,IL,1499022,26335
2021/08/25,OK,539074,7857
2021/08/25,NC,1178909,14673
2021/08/25,MD,491174,9963
2021/08/25,KS,362321,5535
2021/08/25,PA,1281588,28131
2021/08/25,MN,640459,7875
2021/08/25,IA,400082,6268
2021/08/25,MT,124278,1773
2021/08/25,NH,105883,1408
2021/08/25,TX,3496374,54455
2021/08/24,AR,438465,6749
2021/08/24,OR,260425,3066
2021/08/24,SC,701333,10339
2021/08/24,NJ,1077787,26775
2021/08/24,WV,180804,3017
2021/08/24,WA,539887,6417
2021/08/24,KY,552396,8511
2021/08/24,NY,1222592,20185
2021/08/24,NV,382773,6352
2021/08/24,NH,105589,1405
2021/08/24,AZ,991309,18638
2021/08/24,NE,239997,2314
2021/08/24,OK,534922,7835
2021/08/24,UT,455513,2593
2021/08/24,OH,1187878,20729
2021/08/24,SD,129411,2057
2021/08/24,MA,748753,18195
2021/08/24,NM,226868,4481
2021/08/24,TX,3472002,54222
2021/08/24,PA,1277976,28098
2021/08/24,CO,605605,7084
2021/08/24,MS,420174,8180
2021/08/24,IL,1494571,26291
2021/08/24,VA,747641,11715
2021/08/24,MN,639059,7868
2021/08/24,MD,489957,9956
2021/08/24,ND,115666,1553
2021/08/24,TN,1002168,13235
2021/08/24,AK,81097,419
2021/08/24,RI,160179,2759
2021/08/24,WY,72069,835
2021/08/24,DE,117246,1857
2021/08/24,WI,720460,8406
2021/08/24,KS,360581,5498
2021/08/24,HI,55165,562
2021/08/24,LA,664618,12116
2021/08/24,MO,744504,10397
2021/08/24,CA,4311959,64694
2021/08/24,VT,25362,263
2021/08/24,CT,368481,8335
2021/08/24,IN,829010,14312
2021/08/24,FL,3123752,47669
2021/08/24,IA,398802,6226
2021/08/24,MI,1047265,21426
2021/08/24,ME,74309,926
2021/08/24,NC,1170938,14619
2021/08/24,AL,669130,12905
2021/08/24,ID,215042,2308
2021/08/24,MT,123674,1768
2021/08/24,GA,1337342,22309
2021/08/23,AZ,988714,18600
2021/08/23,IA,397522,6226
2021/08/23,NM,225994,4479
2021/08/23,ME,74022,924
2021/08/23,PA,1274950,28078
2021/08/23,OH,1183761,20689
2021/08/23,NV,381766,6306
2021/08/23,LA,660804,11977
2021/08/23,WI,717911,8373
2021/08/23,AR,436242,6704
2021/08/23,MO,741788,10376
2021/08/23,MS,416789,8158
2021/08/23,MA,747153,18179
2021/08/23,WV,180019,3016
2021/08/23,IN,825549,14256
2021/08/23,ID,214010,2301
2021/08/23,CT,367410,8335
2021/08/23,CO,604307,7078
2021/08/23,TN,997019,13204
2021/08/23,FL,3097509,47274
2021/08/23,OR,257644,3036
2021/08/23,KY,547982,8470
2021/08/23,VA,744187,11693
2021/08/23,IL,1491582,26275
2021/08/23,VT,25270,262
2021/08/23,HI,54608,561
2021/08/23,MN,635222,7860
2021/08/23,NC,1165023,14556
2021/08/23,MT,122964,1760
2021/08/23,CA,4301558,64677
2021/08/23,NH,105302,1402
2021/08/23,NY,1220826,20177
2021/08/23,AK,80533,406
2021/08/23,RI,159931,2759
2021/08/23,SC,697615,10329
2021/08/23,MI,1044958,21405
2021/08/23,SD,128626,2057
2021/08/23,NE,239064,2312
2021/08/23,OK,532388,7813
2021/08/23,ND,115312,1553
2021/08/23,KS,358843,5498
2021/08/23,DE,117051,1854
2021/08/23,MD,488740,9956
2021/08/23,UT,454373,2584
2021/08/23,TX,3450934,54023
2021/08/23,GA,1328156,22263
2021/08/23,WY,71562,809
2021/08/23,NJ,1075930,26755
2021/08/23,WA,536814,6383
2021/08/23,AL,665460,12827
2021/08/22,CO,603300,7073
2021/08/22,MO,739469,10206
2021/08/22,NE,238268,2302
2021/08/22,NM,225260,4470
2021/08/22,SD,128515,2057
2021/08/22,MA,746011,18177
2021/08/22,SC,693922,10286
2021/08/22,IA,396735,6226
2021/08/22,KY,545368,8441
2021/08/22,WI,716806,8370
2021/08/22,KS,357915,5494
2021/08/22,HI,54038,561
2021/08/22,LA,657173,11956
2021/08/22,NJ,1074306,26752
2021/08/22,UT,453467,2580
2021/08/22,CA,4291284,64674
2021/08/22,WV,179189,3012
2021/08/22,NH,105057,1399
2021/08/22,WA,534025,6374
2021/08/22,OR,256087,3028
2021/08/22,ND,114806,1551
2021/08/22,DE,116771,1854
2021/08/22,NY,1218532,20164
2021/08/22,TX,3445183,53994
2021/08/22,IL,1488511,26255
2021/08/22,AK,80181,406
2021/08/22,CT,366892,8337
2021/08/22,GA,1321132,22241
2021/08/22,FL,3076269,46877
2021/08/22,IN,822749,14256
2021/08/22,AL,661975,12770
2021/08/22,OH,1180986,20689
2021/08/22,AR,435256,6674
2021/08/22,MD,486968,9943
2021/08/22,WY,71263,809
2021/08/22,TN,992964,13179
2021/08/22,ID,213651,2295
2021/08/22,RI,159800,2758
2021/08/22,MN,634666,7855
2021/08/22,ME,73840,924
2021/08/22,NV,380744,6296
